state,district,date,pincode,demo_age_5_17,demo_age_17_
Gujarat,Anand,2025-09-30,158020786,250,2588
Gujarat,Anand,2025-10-31,47755044,55,449
Gujarat,Anand,2025-11-30,85793510,126,1095
Gujarat,Anand,2025-12-31,111821778,121,1399
Gujarat,Arvalli,2025-03-31,3066477,328,608
Gujarat,Arvalli,2025-09-30,44081214,88,435
Gujarat,Arvalli,2025-10-31,12649577,32,72
Gujarat,Arvalli,2025-11-30,24532101,30,182
Gujarat,Arvalli,2025-12-31,37180632,90,383
Gujarat,Banas Kantha,2025-09-30,8861681,10,43
Gujarat,Banas Kantha,2025-10-31,3082738,4,10
Gujarat,Banas Kantha,2025-11-30,3468687,0,22
Gujarat,Banas Kantha,2025-12-31,9246321,3,41
Gujarat,Banaskantha,2025-03-31,3468141,1179,5045
Gujarat,Banaskantha,2025-05-31,770536,641,3415
Gujarat,Banaskantha,2025-06-30,770536,723,3475
Gujarat,Banaskantha,2025-09-30,69759442,490,4118
Gujarat,Banaskantha,2025-10-31,27360317,97,764
Gujarat,Banaskantha,2025-11-30,43936506,167,1594
Gujarat,Banaskantha,2025-12-31,54726344,327,2922
Gujarat,Bharuch,2025-03-31,5493147,991,5152
Gujarat,Bharuch,2025-05-31,392001,227,1631
Gujarat,Bharuch,2025-06-30,392001,208,1327
Gujarat,Bharuch,2025-09-30,94205225,226,1909
Gujarat,Bharuch,2025-10-31,33774758,65,531
Gujarat,Bharuch,2025-11-30,57321387,180,1207
Gujarat,Bharuch,2025-12-31,85981884,284,1758
Gujarat,Bhavnagar,2025-03-31,3279076,636,3879
Gujarat,Bhavnagar,2025-05-31,364290,189,1683
Gujarat,Bhavnagar,2025-09-30,112931036,354,3473
Gujarat,Bhavnagar,2025-10-31,34968627,84,681
Gujarat,Bhavnagar,2025-11-30,60835071,131,1247
Gujarat,Bhavnagar,2025-12-31,75414605,231,2130
Gujarat,Botad,2025-03-31,1475150,82,217
Gujarat,Botad,2025-09-30,31034493,75,450
Gujarat,Botad,2025-10-31,7087240,9,54
Gujarat,Botad,2025-11-30,14394135,37,192
Gujarat,Botad,2025-12-31,17485051,32,211
Gujarat,Chhotaudepur,2025-03-31,3520380,463,1550
Gujarat,Chhotaudepur,2025-09-30,38728873,159,664
Gujarat,Chhotaudepur,2025-10-31,7431891,20,63
Gujarat,Chhotaudepur,2025-11-30,19951375,36,167
Gujarat,Chhotaudepur,2025-12-31,22297410,54,284
Gujarat,Dahod,2025-03-31,3113504,764,3925
Gujarat,Dahod,2025-09-30,48649411,344,2478
Gujarat,Dahod,2025-10-31,15957228,61,405
Gujarat,Dahod,2025-11-30,24130375,119,934
Gujarat,Dahod,2025-12-31,28410645,148,911
Gujarat,Devbhumi Dwarka,2025-03-31,1805790,102,905
Gujarat,Devbhumi Dwarka,2025-09-30,35389005,63,472
Gujarat,Devbhumi Dwarka,2025-10-31,10113604,13,94
Gujarat,Devbhumi Dwarka,2025-11-30,16610017,34,193
Gujarat,Devbhumi Dwarka,2025-12-31,24919439,47,268
Gujarat,Dohad,2025-03-31,778309,28,384
Gujarat,Dohad,2025-09-30,29576773,34,377
Gujarat,Dohad,2025-10-31,8172566,7,76
Gujarat,Dohad,2025-11-30,11675256,6,140
Gujarat,Dohad,2025-12-31,22572335,21,286
Gujarat,Gandhinagar,2025-03-31,4970219,816,5010
Gujarat,Gandhinagar,2025-05-31,382721,315,2476
Gujarat,Gandhinagar,2025-07-31,382421,152,1279
Gujarat,Gandhinagar,2025-09-30,91768705,270,2526
Gujarat,Gandhinagar,2025-10-31,32502700,51,421
Gujarat,Gandhinagar,2025-11-30,55826110,125,1274
Gujarat,Gandhinagar,2025-12-31,77614907,179,1424
Gujarat,Gir Somnath,2025-03-31,2537050,320,767
Gujarat,Gir Somnath,2025-05-31,362268,96,274
Gujarat,Gir Somnath,2025-09-30,36243351,111,749
Gujarat,Gir Somnath,2025-10-31,10148959,36,146
Gujarat,Gir Somnath,2025-11-30,16670619,57,209
Gujarat,Gir Somnath,2025-12-31,25009584,78,483
Gujarat,Jamnagar,2025-03-31,6137426,848,6887
Gujarat,Jamnagar,2025-05-31,361001,129,1984
Gujarat,Jamnagar,2025-09-30,109759817,235,2483
Gujarat,Jamnagar,2025-10-31,37190440,59,565
Gujarat,Jamnagar,2025-11-30,55248620,98,1058
Gujarat,Jamnagar,2025-12-31,87010597,177,1839
Gujarat,Junagadh,2025-03-31,3986893,389,1573
Gujarat,Junagadh,2025-09-30,113414633,193,2095
Gujarat,Junagadh,2025-10-31,43841748,56,572
Gujarat,Junagadh,2025-11-30,71024020,95,1027
Gujarat,Junagadh,2025-12-31,90597191,120,1769
Gujarat,Kachchh,2025-03-31,3703938,524,2185
Gujarat,Kachchh,2025-05-31,370465,126,703
Gujarat,Kachchh,2025-09-30,117777274,246,2761
Gujarat,Kachchh,2025-10-31,42594344,64,622
Gujarat,Kachchh,2025-11-30,72224464,152,1527
Gujarat,Kachchh,2025-12-31,92225842,270,2472
Gujarat,Kheda,2025-03-31,9300507,1400,8462
Gujarat,Kheda,2025-09-30,130601057,334,3508
Gujarat,Kheda,2025-10-31,45735018,94,686
Gujarat,Kheda,2025-11-30,87605912,119,1396
Gujarat,Kheda,2025-12-31,104649459,197,1837
Gujarat,Mahesana,2025-03-31,4604593,406,2207
Gujarat,Mahesana,2025-05-31,384315,95,766
Gujarat,Mahesana,2025-06-30,384001,163,1262
Gujarat,Mahesana,2025-09-30,112797019,307,2484
Gujarat,Mahesana,2025-10-31,35305864,63,598
Gujarat,Mahesana,2025-11-30,71384350,169,1563
Gujarat,Mahesana,2025-12-31,102827407,304,2015
Gujarat,Mahisagar,2025-03-31,1166687,74,513
Gujarat,Mahisagar,2025-09-30,40840001,72,493
Gujarat,Mahisagar,2025-10-31,11664249,16,121
Gujarat,Mahisagar,2025-11-30,19452060,30,226
Gujarat,Mahisagar,2025-12-31,33072633,71,346
Gujarat,Morbi,2025-03-31,727311,251,1196
Gujarat,Morbi,2025-05-31,363642,72,424
Gujarat,Morbi,2025-07-31,363641,223,1217
Gujarat,Morbi,2025-09-30,24346870,65,595
Gujarat,Morbi,2025-10-31,8725694,38,182
Gujarat,Morbi,2025-11-30,12358484,51,349
Gujarat,Morbi,2025-12-31,13453895,78,479
Gujarat,Narmada,2025-03-31,786176,123,480
Gujarat,Narmada,2025-06-30,393145,195,680
Gujarat,Narmada,2025-07-31,393145,158,761
Gujarat,Narmada,2025-09-30,32203093,131,695
Gujarat,Narmada,2025-10-31,10218535,29,154
Gujarat,Narmada,2025-11-30,20824636,44,274
Gujarat,Narmada,2025-12-31,19631454,59,356
Gujarat,Navsari,2025-03-31,5548085,1082,2890
Gujarat,Navsari,2025-09-30,99892433,252,1632
Gujarat,Navsari,2025-10-31,35278462,72,516
Gujarat,Navsari,2025-11-30,58665092,116,800
Gujarat,Navsari,2025-12-31,66593393,104,724
Gujarat,Panch Mahals,2025-09-30,8950948,3,32
Gujarat,Panch Mahals,2025-10-31,1555220,0,6
Gujarat,Panch Mahals,2025-11-30,2335033,0,12
Gujarat,Panch Mahals,2025-12-31,7784326,0,22
Gujarat,Panchmahals,2025-03-31,2335935,192,1789
Gujarat,Panchmahals,2025-09-30,83284408,235,2223
Gujarat,Panchmahals,2025-10-31,26855482,37,376
Gujarat,Panchmahals,2025-11-30,43202526,76,966
Gujarat,Panchmahals,2025-12-31,59934533,168,1414
Gujarat,Patan,2025-03-31,1923436,351,1972
Gujarat,Patan,2025-09-30,59198968,212,2045
Gujarat,Patan,2025-10-31,21918140,42,458
Gujarat,Patan,2025-11-30,30754039,63,808
Gujarat,Patan,2025-12-31,48826419,185,1501
Gujarat,Porbandar,2025-03-31,1085440,204,659
Gujarat,Porbandar,2025-09-30,36454397,91,985
Gujarat,Porbandar,2025-10-31,12270590,27,272
Gujarat,Porbandar,2025-11-30,19846309,81,615
Gujarat,Porbandar,2025-12-31,27794674,71,628
Gujarat,Rajkot,2025-03-31,5045786,1299,13475
Gujarat,Rajkot,2025-04-30,1080007,432,5801
Gujarat,Rajkot,2025-05-31,720007,350,4185
Gujarat,Rajkot,2025-06-30,1080009,471,5813
Gujarat,Rajkot,2025-07-31,360001,94,1416
Gujarat,Rajkot,2025-09-30,123454502,335,5058
Gujarat,Rajkot,2025-10-31,43688474,123,1383
Gujarat,Rajkot,2025-11-30,80494778,258,3190
Gujarat,Rajkot,2025-12-31,93502054,344,5141
Gujarat,Sabar Kantha,2025-09-30,10732586,5,37
Gujarat,Sabar Kantha,2025-10-31,6132873,1,21
Gujarat,Sabar Kantha,2025-11-30,9199592,2,34
Gujarat,Sabar Kantha,2025-12-31,8050347,2,31
Gujarat,Sabarkantha,2025-03-31,6515893,1090,4591
Gujarat,Sabarkantha,2025-09-30,121119347,311,3172
Gujarat,Sabarkantha,2025-10-31,42544304,81,586
Gujarat,Sabarkantha,2025-11-30,69374731,108,1169
Gujarat,Sabarkantha,2025-12-31,79724182,159,1760
Gujarat,Surat,2025-03-31,11441442,3017,23974
Gujarat,Surat,2025-04-30,790023,490,5660
Gujarat,Surat,2025-05-31,3553710,3352,27637
Gujarat,Surat,2025-06-30,789216,1050,9645
Gujarat,Surat,2025-07-31,1974235,2611,22606
Gujarat,Surat,2025-09-30,220512609,1142,11946
Gujarat,Surat,2025-10-31,77713048,296,2747
Gujarat,Surat,2025-11-30,132562214,724,7299
Gujarat,Surat,2025-12-31,153463658,1027,10532
Gujarat,Surendra Nagar,2025-03-31,3691237,484,3246
Gujarat,Surendra Nagar,2025-05-31,363030,77,526
Gujarat,Surendra Nagar,2025-07-31,363310,152,1187
Gujarat,Surendra Nagar,2025-09-30,83525713,162,2257
Gujarat,Surendra Nagar,2025-10-31,25679561,43,461
Gujarat,Surendra Nagar,2025-11-30,52918847,100,995
Gujarat,Surendra Nagar,2025-12-31,63700575,137,1551
Gujarat,Surendranagar,2025-09-30,15659028,4,72
Gujarat,Surendranagar,2025-10-31,3269030,0,10
Gujarat,Surendranagar,2025-11-30,13154046,3,62
Gujarat,Surendranagar,2025-12-31,8735351,0,47
Gujarat,Tapi,2025-03-31,1577703,214,465
Gujarat,Tapi,2025-09-30,52463967,158,713
Gujarat,Tapi,2025-10-31,14595334,26,134
Gujarat,Tapi,2025-11-30,26821987,65,237
Gujarat,Tapi,2025-12-31,46543049,107,422
Gujarat,The Dangs,2025-03-31,789446,250,833
Gujarat,The Dangs,2025-09-30,14209884,76,422
Gujarat,The Dangs,2025-10-31,1973630,3,51
Gujarat,The Dangs,2025-11-30,4736586,31,94
Gujarat,The Dangs,2025-12-31,15394013,54,295
Gujarat,Vadodara,2025-03-31,10947139,1353,9145
Gujarat,Vadodara,2025-09-30,211121796,686,5693
Gujarat,Vadodara,2025-10-31,72704182,181,1277
Gujarat,Vadodara,2025-11-30,133304183,370,3501
Gujarat,Vadodara,2025-12-31,149318913,483,4034
Gujarat,Valsad,2025-03-31,5942389,1311,4428
Gujarat,Valsad,2025-04-30,396050,168,464
Gujarat,Valsad,2025-05-31,1188257,727,3060
Gujarat,Valsad,2025-06-30,396001,180,862
Gujarat,Valsad,2025-09-30,87941818,392,1868
Gujarat,Valsad,2025-10-31,30501521,86,572
Gujarat,Valsad,2025-11-30,65757124,262,1303
Gujarat,Valsad,2025-12-31,62589415,209,1121
Haryana,Ambala,2025-03-31,400610,83,806
Haryana,Ambala,2025-04-30,400209,267,1402
Haryana,Ambala,2025-05-31,133205,32,136
Haryana,Ambala,2025-06-30,267004,319,2046
Haryana,Ambala,2025-07-31,134203,107,578
Haryana,Ambala,2025-09-30,18021351,201,1287
Haryana,Ambala,2025-10-31,8135068,56,555
Haryana,Ambala,2025-11-30,12409347,131,931
Haryana,Ambala,2025-12-31,15478424,121,1243
Haryana,Bhiwani,2025-03-31,635776,222,1788
Haryana,Bhiwani,2025-04-30,381101,95,508
Haryana,Bhiwani,2025-05-31,508308,321,1954
Haryana,Bhiwani,2025-06-30,127021,128,1128
Haryana,Bhiwani,2025-07-31,381386,126,692
Haryana,Bhiwani,2025-09-30,21985464,184,1154
Haryana,Bhiwani,2025-10-31,11311001,76,680
Haryana,Bhiwani,2025-11-30,14617334,120,998
Haryana,Bhiwani,2025-12-31,18049978,181,1387
Haryana,Charkhi Dadri,2025-03-31,381641,53,446
Haryana,Charkhi Dadri,2025-05-31,127306,147,768
Haryana,Charkhi Dadri,2025-06-30,127306,116,729
Haryana,Charkhi Dadri,2025-09-30,9539914,83,356
Haryana,Charkhi Dadri,2025-10-31,4197585,42,222
Haryana,Charkhi Dadri,2025-11-30,5468212,55,276
Haryana,Charkhi Dadri,2025-12-31,9159220,75,548
Haryana,Faridabad,2025-03-31,484024,1005,7610
Haryana,Faridabad,2025-04-30,605119,1919,10569
Haryana,Faridabad,2025-05-31,363108,1188,7121
Haryana,Faridabad,2025-06-30,242105,757,5219
Haryana,Faridabad,2025-07-31,121006,112,632
Haryana,Faridabad,2025-09-30,14643477,449,3715
Haryana,Faridabad,2025-10-31,5566536,206,1737
Haryana,Faridabad,2025-11-30,10286654,397,3291
Haryana,Faridabad,2025-12-31,9439470,505,4353
Haryana,Fatehabad,2025-03-31,625522,274,3075
Haryana,Fatehabad,2025-04-30,125051,171,1188
Haryana,Fatehabad,2025-05-31,125120,72,555
Haryana,Fatehabad,2025-06-30,500332,325,3081
Haryana,Fatehabad,2025-07-31,500265,417,3188
Haryana,Fatehabad,2025-09-30,9631593,189,1047
Haryana,Fatehabad,2025-10-31,2376230,14,206
Haryana,Fatehabad,2025-11-30,5628593,111,883
Haryana,Fatehabad,2025-12-31,6754606,82,613
Haryana,Gurgaon,2025-03-31,1099559,531,4882
Haryana,Gurgaon,2025-04-30,855635,1540,10256
Haryana,Gurgaon,2025-05-31,366610,373,2468
Haryana,Gurgaon,2025-06-30,244204,170,1589
Haryana,Gurgaon,2025-07-31,488124,559,4407
Haryana,Gurgaon,2025-09-30,26875251,439,3350
Haryana,Gurgaon,2025-10-31,10262144,229,1809
Haryana,Gurgaon,2025-11-30,13806408,265,1907
Haryana,Gurgaon,2025-12-31,17952964,346,3046
Haryana,Hisar,2025-03-31,375207,121,1464
Haryana,Hisar,2025-04-30,125044,58,272
Haryana,Hisar,2025-05-31,125004,31,187
Haryana,Hisar,2025-06-30,125033,142,1204
Haryana,Hisar,2025-07-31,250034,633,4628
Haryana,Hisar,2025-09-30,16380929,242,1675
Haryana,Hisar,2025-10-31,6251963,82,810
Haryana,Hisar,2025-11-30,10879184,230,1859
Haryana,Hisar,2025-12-31,9878483,93,780
Haryana,Jhajjar,2025-03-31,372713,59,485
Haryana,Jhajjar,2025-04-30,124507,469,2115
Haryana,Jhajjar,2025-06-30,124507,213,1853
Haryana,Jhajjar,2025-07-31,248610,431,3030
Haryana,Jhajjar,2025-09-30,18385715,173,1186
Haryana,Jhajjar,2025-10-31,5091873,24,248
Haryana,Jhajjar,2025-11-30,9440470,69,534
Haryana,Jhajjar,2025-12-31,12426072,113,1138
Haryana,Jind,2025-03-31,882818,388,3599
Haryana,Jind,2025-04-30,378315,376,2341
Haryana,Jind,2025-05-31,378342,284,1908
Haryana,Jind,2025-06-30,252241,156,1358
Haryana,Jind,2025-07-31,126112,73,570
Haryana,Jind,2025-09-30,9710989,172,1086
Haryana,Jind,2025-10-31,5801333,54,558
Haryana,Jind,2025-11-30,6305724,88,671
Haryana,Jind,2025-12-31,7314538,105,995
Haryana,Kaithal,2025-03-31,272075,52,597
Haryana,Kaithal,2025-04-30,272085,72,360
Haryana,Kaithal,2025-05-31,136035,25,231
Haryana,Kaithal,2025-06-30,272069,77,709
Haryana,Kaithal,2025-07-31,136033,68,436
Haryana,Kaithal,2025-09-30,11699277,232,1092
Haryana,Kaithal,2025-10-31,4217235,53,369
Haryana,Kaithal,2025-11-30,5985884,67,420
Haryana,Kaithal,2025-12-31,8162450,115,920
Haryana,Karnal,2025-03-31,1056489,677,5064
Haryana,Karnal,2025-04-30,396219,80,646
Haryana,Karnal,2025-05-31,660483,209,1371
Haryana,Karnal,2025-06-30,396232,583,3424
Haryana,Karnal,2025-07-31,264155,134,958
Haryana,Karnal,2025-09-30,14658396,254,1349
Haryana,Karnal,2025-10-31,5546252,76,491
Haryana,Karnal,2025-11-30,9772893,170,860
Haryana,Karnal,2025-12-31,9243965,159,851
Haryana,Kurukshetra,2025-03-31,408377,243,1812
Haryana,Kurukshetra,2025-04-30,272251,119,796
Haryana,Kurukshetra,2025-05-31,544537,382,2407
Haryana,Kurukshetra,2025-09-30,13203240,169,905
Haryana,Kurukshetra,2025-10-31,3947297,30,296
Haryana,Kurukshetra,2025-11-30,7622556,72,650
Haryana,Kurukshetra,2025-12-31,9663838,109,775
Haryana,Mahendragarh,2025-03-31,369078,128,1085
Haryana,Mahendragarh,2025-04-30,492111,252,1728
Haryana,Mahendragarh,2025-05-31,246022,179,1579
Haryana,Mahendragarh,2025-06-30,246048,123,1130
Haryana,Mahendragarh,2025-09-30,7996532,165,882
Haryana,Mahendragarh,2025-10-31,1599316,12,163
Haryana,Mahendragarh,2025-11-30,3075492,54,556
Haryana,Mahendragarh,2025-12-31,6643277,90,1151
Haryana,Mewat,2025-03-31,244612,260,2795
Haryana,Mewat,2025-04-30,122508,225,2072
Haryana,Mewat,2025-05-31,244615,518,3420
Haryana,Mewat,2025-06-30,122107,109,911
Haryana,Mewat,2025-07-31,488827,727,5817
Haryana,Mewat,2025-09-30,5985971,260,2304
Haryana,Mewat,2025-10-31,3665174,95,1222
Haryana,Mewat,2025-11-30,2077014,62,892
Haryana,Mewat,2025-12-31,3421379,137,1633
Haryana,Palwal,2025-03-31,363209,447,4287
Haryana,Palwal,2025-04-30,121105,80,651
Haryana,Palwal,2025-05-31,242210,245,1840
Haryana,Palwal,2025-06-30,121106,155,1070
Haryana,Palwal,2025-07-31,121107,98,762
Haryana,Palwal,2025-09-30,6417748,279,2939
Haryana,Palwal,2025-10-31,2300892,63,622
Haryana,Palwal,2025-11-30,3753431,145,1548
Haryana,Palwal,2025-12-31,4359065,151,1483
Haryana,Panchkula,2025-03-31,804765,503,2660
Haryana,Panchkula,2025-04-30,134113,235,630
Haryana,Panchkula,2025-05-31,134113,132,519
Haryana,Panchkula,2025-06-30,268215,224,1130
Haryana,Panchkula,2025-07-31,268322,94,645
Haryana,Panchkula,2025-09-30,16084225,158,927
Haryana,Panchkula,2025-10-31,8445378,63,376
Haryana,Panchkula,2025-11-30,11799710,95,683
Haryana,Panchkula,2025-12-31,12867178,92,804
Haryana,Panipat,2025-03-31,528424,167,1225
Haryana,Panipat,2025-04-30,396323,1039,6134
Haryana,Panipat,2025-05-31,132113,34,241
Haryana,Panipat,2025-07-31,132101,101,677
Haryana,Panipat,2025-09-30,13739762,300,1821
Haryana,Panipat,2025-10-31,4756046,74,516
Haryana,Panipat,2025-11-30,8058826,111,812
Haryana,Panipat,2025-12-31,9512248,152,1215
Haryana,Rewari,2025-03-31,616722,651,3915
Haryana,Rewari,2025-04-30,246517,149,891
Haryana,Rewari,2025-05-31,246507,486,2504
Haryana,Rewari,2025-09-30,15147691,306,1446
Haryana,Rewari,2025-10-31,6525206,107,806
Haryana,Rewari,2025-11-30,9603846,156,884
Haryana,Rewari,2025-12-31,11577909,111,1020
Haryana,Rohtak,2025-03-31,496918,355,2153
Haryana,Rohtak,2025-04-30,870054,558,2503
Haryana,Rohtak,2025-05-31,248112,339,1718
Haryana,Rohtak,2025-06-30,124501,27,218
Haryana,Rohtak,2025-09-30,13297771,174,753
Haryana,Rohtak,2025-10-31,4723453,25,185
Haryana,Rohtak,2025-11-30,6089300,48,311
Haryana,Rohtak,2025-12-31,10440971,71,446
Haryana,Sirsa,2025-03-31,500464,189,1817
Haryana,Sirsa,2025-04-30,625397,479,3418
Haryana,Sirsa,2025-05-31,125102,49,438
Haryana,Sirsa,2025-06-30,250132,213,2298
Haryana,Sirsa,2025-07-31,125102,73,529
Haryana,Sirsa,2025-09-30,14260120,175,1686
Haryana,Sirsa,2025-10-31,5629183,48,660
Haryana,Sirsa,2025-11-30,8631627,150,1590
Haryana,Sirsa,2025-12-31,9131400,101,1472
Haryana,Sonipat,2025-03-31,917443,586,4209
Haryana,Sonipat,2025-04-30,393076,138,788
Haryana,Sonipat,2025-05-31,131021,54,240
Haryana,Sonipat,2025-06-30,131001,351,2553
Haryana,Sonipat,2025-07-31,262503,146,931
Haryana,Sonipat,2025-09-30,22822926,303,1871
Haryana,Sonipat,2025-10-31,9050042,93,688
Haryana,Sonipat,2025-11-30,13118841,243,1493
Haryana,Sonipat,2025-12-31,12987033,133,1195
Haryana,Yamuna Nagar,2025-03-31,1343027,733,5325
Haryana,Yamuna Nagar,2025-04-30,538340,230,1443
Haryana,Yamuna Nagar,2025-05-31,538441,315,1972
Haryana,Yamuna Nagar,2025-06-30,270104,185,1161
Haryana,Yamuna Nagar,2025-07-31,268124,80,727
Haryana,Yamuna Nagar,2025-09-30,14121029,244,1287
Haryana,Yamuna Nagar,2025-10-31,6452214,83,802
Haryana,Yamuna Nagar,2025-11-30,9146442,164,1175
Haryana,Yamuna Nagar,2025-12-31,9943238,137,1402
Haryana,Yamunanagar,2025-09-30,2563442,5,23
Haryana,Yamunanagar,2025-10-31,810012,2,13
Haryana,Yamunanagar,2025-11-30,1755119,4,39
Haryana,Yamunanagar,2025-12-31,945010,1,20
Himachal Pradesh,Bilaspur,2025-03-31,696056,73,523
Himachal Pradesh,Bilaspur,2025-06-30,174021,19,124
Himachal Pradesh,Bilaspur,2025-09-30,29237339,96,664
Himachal Pradesh,Bilaspur,2025-10-31,8528386,27,87
Himachal Pradesh,Bilaspur,2025-11-30,12529959,19,132
Himachal Pradesh,Bilaspur,2025-12-31,16883073,38,234
Himachal Pradesh,Chamba,2025-03-31,1410499,228,962
Himachal Pradesh,Chamba,2025-05-31,176314,48,194
Himachal Pradesh,Chamba,2025-09-30,29972382,166,2093
Himachal Pradesh,Chamba,2025-10-31,10049485,56,286
Himachal Pradesh,Chamba,2025-11-30,17630871,146,548
Himachal Pradesh,Chamba,2025-12-31,21686218,197,788
Himachal Pradesh,Hamirpur,2025-03-31,530134,48,317
Himachal Pradesh,Hamirpur,2025-04-30,177001,14,174
Himachal Pradesh,Hamirpur,2025-09-30,46404139,84,584
Himachal Pradesh,Hamirpur,2025-10-31,13229137,18,129
Himachal Pradesh,Hamirpur,2025-11-30,25731989,42,275
Himachal Pradesh,Hamirpur,2025-12-31,26112814,32,284
Himachal Pradesh,Kangra,2025-03-31,1939386,216,1710
Himachal Pradesh,Kangra,2025-09-30,118964661,280,3181
Himachal Pradesh,Kangra,2025-10-31,32423119,51,483
Himachal Pradesh,Kangra,2025-11-30,58852993,121,865
Himachal Pradesh,Kangra,2025-12-31,68549566,132,1160
Himachal Pradesh,Kinnaur,2025-09-30,11359195,25,127
Himachal Pradesh,Kinnaur,2025-10-31,2581643,0,24
Himachal Pradesh,Kinnaur,2025-11-30,4302672,2,37
Himachal Pradesh,Kinnaur,2025-12-31,8777597,10,74
Himachal Pradesh,Kullu,2025-03-31,175101,36,241
Himachal Pradesh,Kullu,2025-09-30,23514996,50,775
Himachal Pradesh,Kullu,2025-10-31,9404214,25,173
Himachal Pradesh,Kullu,2025-11-30,15493835,50,346
Himachal Pradesh,Kullu,2025-12-31,20586879,74,387
Himachal Pradesh,Lahaul & Spiti,2025-09-30,522382,1,2
Himachal Pradesh,Lahaul & Spiti,2025-11-30,175133,0,2
Himachal Pradesh,Lahaul & Spiti,2025-12-31,522395,2,2
Himachal Pradesh,Lahul & Spiti,2025-09-30,5746267,4,44
Himachal Pradesh,Lahul & Spiti,2025-10-31,2608912,4,16
Himachal Pradesh,Lahul & Spiti,2025-11-30,2611983,1,18
Himachal Pradesh,Lahul & Spiti,2025-12-31,3303414,6,13
Himachal Pradesh,Mandi,2025-03-31,1571756,238,1027
Himachal Pradesh,Mandi,2025-09-30,59476550,134,1434
Himachal Pradesh,Mandi,2025-10-31,19770456,61,296
Himachal Pradesh,Mandi,2025-11-30,37418753,103,546
Himachal Pradesh,Mandi,2025-12-31,40947419,76,587
Himachal Pradesh,Shimla,2025-03-31,1370946,119,1065
Himachal Pradesh,Shimla,2025-09-30,59979360,112,1588
Himachal Pradesh,Shimla,2025-10-31,17650485,30,273
Himachal Pradesh,Shimla,2025-11-30,37517531,103,626
Himachal Pradesh,Shimla,2025-12-31,35133140,89,541
Himachal Pradesh,Sirmaur,2025-03-31,1038403,421,1918
Himachal Pradesh,Sirmaur,2025-04-30,173027,130,253
Himachal Pradesh,Sirmaur,2025-06-30,173001,57,620
Himachal Pradesh,Sirmaur,2025-07-31,173025,83,744
Himachal Pradesh,Sirmaur,2025-09-30,20930869,159,1347
Himachal Pradesh,Sirmaur,2025-10-31,6570735,32,194
Himachal Pradesh,Sirmaur,2025-11-30,9339239,76,360
Himachal Pradesh,Sirmaur,2025-12-31,10205012,58,401
Himachal Pradesh,Solan,2025-03-31,519624,48,320
Himachal Pradesh,Solan,2025-09-30,27375358,86,772
Himachal Pradesh,Solan,2025-10-31,9706509,35,210
Himachal Pradesh,Solan,2025-11-30,13336116,53,318
Himachal Pradesh,Solan,2025-12-31,18364875,88,398
Himachal Pradesh,Una,2025-03-31,348621,22,251
Himachal Pradesh,Una,2025-04-30,348618,74,459
Himachal Pradesh,Una,2025-09-30,39602244,109,1233
Himachal Pradesh,Una,2025-10-31,12314808,28,207
Himachal Pradesh,Una,2025-11-30,19339407,32,247
Himachal Pradesh,Una,2025-12-31,21317136,59,313
Jammu & Kashmir,Anantnag,2025-03-31,1729712,541,3741
Jammu & Kashmir,Anantnag,2025-04-30,576536,247,1344
Jammu & Kashmir,Anantnag,2025-05-31,192202,132,550
Jammu & Kashmir,Anantnag,2025-06-30,384302,181,1129
Jammu & Kashmir,Anantnag,2025-07-31,192124,122,647
Jammu & Kashmir,Anantnag,2025-09-30,21332697,224,1438
Jammu & Kashmir,Anantnag,2025-10-31,7879140,48,465
Jammu & Kashmir,Anantnag,2025-11-30,12299889,98,752
Jammu & Kashmir,Anantnag,2025-12-31,14798155,234,1238
Jammu & Kashmir,Badgam,2025-03-31,382223,130,2176
Jammu & Kashmir,Badgam,2025-09-30,13413149,49,596
Jammu & Kashmir,Badgam,2025-10-31,3446844,6,173
Jammu & Kashmir,Badgam,2025-11-30,7092155,27,301
Jammu & Kashmir,Badgam,2025-12-31,7847074,48,572
Jammu & Kashmir,Bandipore,2025-03-31,193502,212,1059
Jammu & Kashmir,Bandipore,2025-04-30,193502,190,1414
Jammu & Kashmir,Bandipore,2025-07-31,193502,261,1137
Jammu & Kashmir,Bandipore,2025-09-30,7738944,121,603
Jammu & Kashmir,Bandipore,2025-10-31,2901776,14,127
Jammu & Kashmir,Bandipore,2025-11-30,5030304,114,394
Jammu & Kashmir,Bandipore,2025-12-31,4837553,99,557
Jammu & Kashmir,Baramula,2025-03-31,966253,302,1605
Jammu & Kashmir,Baramula,2025-04-30,386244,170,1216
Jammu & Kashmir,Baramula,2025-05-31,386322,254,1504
Jammu & Kashmir,Baramula,2025-06-30,193201,121,799
Jammu & Kashmir,Baramula,2025-09-30,25698240,209,1397
Jammu & Kashmir,Baramula,2025-10-31,9275368,54,458
Jammu & Kashmir,Baramula,2025-11-30,15458380,148,1050
Jammu & Kashmir,Baramula,2025-12-31,21835086,269,1452
Jammu & Kashmir,Budgam,2025-03-31,575624,546,1523
Jammu & Kashmir,Budgam,2025-04-30,384524,511,934
Jammu & Kashmir,Budgam,2025-05-31,382224,362,607
Jammu & Kashmir,Budgam,2025-06-30,191113,103,242
Jammu & Kashmir,Budgam,2025-07-31,573336,281,962
Jammu & Kashmir,Budgam,2025-09-30,10170008,141,277
Jammu & Kashmir,Budgam,2025-10-31,3072226,35,45
