state,district,date,pincode,demo_age_5_17,demo_age_17_
Telangana,Jogulamba Gadwal,2025-12-31,25965810,130,588
Telangana,K.v. Rangareddy,2025-03-31,17070698,2609,12880
Telangana,K.v. Rangareddy,2025-04-30,1000068,273,1637
Telangana,K.v. Rangareddy,2025-06-30,1500171,540,2985
Telangana,K.v. Rangareddy,2025-07-31,2010542,621,3725
Telangana,K.v. Rangareddy,2025-09-30,282661866,1082,8287
Telangana,K.v. Rangareddy,2025-10-31,137623922,862,4032
Telangana,K.v. Rangareddy,2025-11-30,198694984,1274,5492
Telangana,K.v. Rangareddy,2025-12-31,228594548,1069,5972
Telangana,Kamareddy,2025-03-31,4025717,226,808
Telangana,Kamareddy,2025-05-31,503111,87,486
Telangana,Kamareddy,2025-06-30,503111,89,585
Telangana,Kamareddy,2025-09-30,71452306,145,1360
Telangana,Kamareddy,2025-10-31,32201828,149,886
Telangana,Kamareddy,2025-11-30,50823857,111,692
Telangana,Kamareddy,2025-12-31,53338168,129,849
Telangana,Karimnagar,2025-03-31,14149644,1119,5805
Telangana,Karimnagar,2025-07-31,505001,262,1934
Telangana,Karimnagar,2025-09-30,268856980,392,5251
Telangana,Karimnagar,2025-10-31,113202008,243,1783
Telangana,Karimnagar,2025-11-30,179916501,373,2375
Telangana,Karimnagar,2025-12-31,216305197,346,2812
Telangana,Khammam,2025-03-31,6593298,396,3615
Telangana,Khammam,2025-09-30,162294703,467,3154
Telangana,Khammam,2025-10-31,66438909,319,1416
Telangana,Khammam,2025-11-30,113607867,471,1898
Telangana,Khammam,2025-12-31,130851189,327,1763
Telangana,Komaram Bheem,2025-03-31,1512885,135,1334
Telangana,Komaram Bheem,2025-09-30,38325935,234,2089
Telangana,Komaram Bheem,2025-10-31,14120032,153,870
Telangana,Komaram Bheem,2025-11-30,22693035,226,1123
Telangana,Komaram Bheem,2025-12-31,25719044,158,962
Telangana,Mahabubabad,2025-03-31,2530883,226,1613
Telangana,Mahabubabad,2025-07-31,506101,71,764
Telangana,Mahabubabad,2025-09-30,56714908,130,1722
Telangana,Mahabubabad,2025-10-31,19239911,71,657
Telangana,Mahabubabad,2025-11-30,32410179,126,757
Telangana,Mahabubabad,2025-12-31,37468783,100,889
Telangana,Mahabubnagar,2025-03-31,13241410,2137,5545
Telangana,Mahabubnagar,2025-05-31,509001,280,1384
Telangana,Mahabubnagar,2025-06-30,509001,399,1606
Telangana,Mahabubnagar,2025-09-30,229169710,747,4673
Telangana,Mahabubnagar,2025-10-31,98288788,713,2022
Telangana,Mahabubnagar,2025-11-30,155324049,1025,2464
Telangana,Mahabubnagar,2025-12-31,192497241,817,2905
Telangana,Mancherial,2025-03-31,1512631,113,821
Telangana,Mancherial,2025-09-30,72105208,113,1922
Telangana,Mancherial,2025-10-31,27732814,101,636
Telangana,Mancherial,2025-11-30,42354854,185,1454
Telangana,Mancherial,2025-12-31,53449567,159,1287
Telangana,Medak,2025-03-31,10044873,776,2560
Telangana,Medak,2025-09-30,229026268,402,3662
Telangana,Medak,2025-10-31,96434018,255,1450
Telangana,Medak,2025-11-30,154691612,428,1729
Telangana,Medak,2025-12-31,165240510,279,1692
Telangana,Medchal-malkajgiri,2025-03-31,5001772,1148,5437
Telangana,Medchal-malkajgiri,2025-06-30,1000145,716,3311
Telangana,Medchal-malkajgiri,2025-07-31,500090,331,1981
Telangana,Medchal-malkajgiri,2025-09-30,100524043,482,3567
Telangana,Medchal-malkajgiri,2025-10-31,35009471,404,1550
Telangana,Medchal-malkajgiri,2025-11-30,62518513,537,2171
Telangana,Medchal-malkajgiri,2025-12-31,74524698,453,2600
Telangana,Medchal?malkajgiri,2025-03-31,1000142,44,120
Telangana,Medchal−malkajgiri,2025-09-30,23005501,16,78
Telangana,Medchal−malkajgiri,2025-10-31,14005618,28,43
Telangana,Medchal−malkajgiri,2025-11-30,15505762,18,62
Telangana,Medchal−malkajgiri,2025-12-31,23511570,28,86
Telangana,Mulugu,2025-03-31,4052176,215,1935
Telangana,Mulugu,2025-09-30,34439294,56,783
Telangana,Mulugu,2025-10-31,16710611,35,318
Telangana,Mulugu,2025-11-30,26340712,83,536
Telangana,Mulugu,2025-12-31,33426343,69,500
Telangana,Nagarkurnool,2025-03-31,5092997,394,1420
Telangana,Nagarkurnool,2025-09-30,64169973,152,1529
Telangana,Nagarkurnool,2025-10-31,26482214,83,502
Telangana,Nagarkurnool,2025-11-30,46856415,113,573
Telangana,Nagarkurnool,2025-12-31,54493835,77,561
Telangana,Nalgonda,2025-03-31,12705237,1083,5642
Telangana,Nalgonda,2025-09-30,185500110,313,4746
Telangana,Nalgonda,2025-10-31,87923284,283,1788
Telangana,Nalgonda,2025-11-30,141791388,604,2741
Telangana,Nalgonda,2025-12-31,152976597,418,2479
Telangana,Narayanpet,2025-03-31,3055507,242,1228
Telangana,Narayanpet,2025-09-30,47876156,181,1566
Telangana,Narayanpet,2025-10-31,20882139,80,551
Telangana,Narayanpet,2025-11-30,28520815,120,622
Telangana,Narayanpet,2025-12-31,32087791,66,463
Telangana,Nirmal,2025-03-31,2016813,120,674
Telangana,Nirmal,2025-06-30,504106,126,592
Telangana,Nirmal,2025-09-30,51423618,246,2476
Telangana,Nirmal,2025-10-31,19158495,166,954
Telangana,Nirmal,2025-11-30,23191023,124,1037
Telangana,Nirmal,2025-12-31,31256721,195,1366
Telangana,Nizamabad,2025-03-31,9560900,874,3440
Telangana,Nizamabad,2025-04-30,503001,244,1293
Telangana,Nizamabad,2025-05-31,503001,244,1255
Telangana,Nizamabad,2025-07-31,503224,99,869
Telangana,Nizamabad,2025-09-30,153986122,361,3318
Telangana,Nizamabad,2025-10-31,71457659,292,1306
Telangana,Nizamabad,2025-11-30,115734990,458,2171
Telangana,Nizamabad,2025-12-31,127315001,405,2302
Telangana,Peddapalli,2025-03-31,1515861,67,567
Telangana,Peddapalli,2025-09-30,49009023,39,689
Telangana,Peddapalli,2025-10-31,24249682,42,308
Telangana,Peddapalli,2025-11-30,28800969,44,376
Telangana,Peddapalli,2025-12-31,34862280,59,393
Telangana,Rajanna Sircilla,2025-03-31,1010805,29,174
Telangana,Rajanna Sircilla,2025-09-30,39419466,84,800
Telangana,Rajanna Sircilla,2025-10-31,15160854,45,286
Telangana,Rajanna Sircilla,2025-11-30,23246535,40,303
Telangana,Rajanna Sircilla,2025-12-31,22236914,43,304
Telangana,Rangareddy,2025-03-31,501510,45,395
Telangana,Rangareddy,2025-09-30,14536574,37,375
Telangana,Rangareddy,2025-10-31,7519766,26,150
Telangana,Rangareddy,2025-11-30,10528806,42,198
Telangana,Rangareddy,2025-12-31,21048969,44,312
Telangana,Sangareddy,2025-03-31,6027013,433,1745
Telangana,Sangareddy,2025-04-30,502319,115,581
Telangana,Sangareddy,2025-06-30,1004351,477,2372
Telangana,Sangareddy,2025-07-31,1004252,479,2462
Telangana,Sangareddy,2025-09-30,106480654,247,1684
Telangana,Sangareddy,2025-10-31,34656981,124,602
Telangana,Sangareddy,2025-11-30,65293115,232,956
Telangana,Sangareddy,2025-12-31,77348555,233,1278
Telangana,Siddipet,2025-03-31,5536047,293,1005
Telangana,Siddipet,2025-05-31,502108,24,184
Telangana,Siddipet,2025-07-31,502278,66,519
Telangana,Siddipet,2025-09-30,105713286,193,2925
Telangana,Siddipet,2025-10-31,48807213,123,1032
Telangana,Siddipet,2025-11-30,63939049,146,1072
Telangana,Siddipet,2025-12-31,83049325,170,1183
Telangana,Suryapet,2025-03-31,508221,11,354
Telangana,Suryapet,2025-04-30,508213,95,811
Telangana,Suryapet,2025-09-30,56414622,181,3032
Telangana,Suryapet,2025-10-31,25920107,145,1385
Telangana,Suryapet,2025-11-30,36084892,147,1374
Telangana,Suryapet,2025-12-31,42183309,210,1468
Telangana,Vikarabad,2025-03-31,3015047,394,1210
Telangana,Vikarabad,2025-07-31,1002299,606,2993
Telangana,Vikarabad,2025-09-30,62962239,588,4798
Telangana,Vikarabad,2025-10-31,31722832,282,1886
Telangana,Vikarabad,2025-11-30,38694278,243,1562
Telangana,Vikarabad,2025-12-31,46340103,255,1437
Telangana,Wanaparthy,2025-03-31,2546108,261,1133
Telangana,Wanaparthy,2025-09-30,45826552,232,2072
Telangana,Wanaparthy,2025-10-31,19859432,146,597
Telangana,Wanaparthy,2025-11-30,29533296,188,726
Telangana,Wanaparthy,2025-12-31,37680230,139,763
Telangana,Warangal,2025-03-31,10124791,452,1590
Telangana,Warangal,2025-09-30,198947891,233,1787
Telangana,Warangal,2025-10-31,95170128,257,774
Telangana,Warangal,2025-11-30,124531949,266,1032
Telangana,Warangal,2025-12-31,155411242,191,1243
Telangana,Warangal (urban),2025-09-30,6065052,0,17
Telangana,Warangal (urban),2025-10-31,1516076,0,4
Telangana,Warangal (urban),2025-11-30,3032526,0,6
Telangana,Warangal (urban),2025-12-31,1010952,0,2
Telangana,Warangal Rural,2025-03-31,2025109,73,807
Telangana,Warangal Rural,2025-09-30,66825209,63,1778
Telangana,Warangal Rural,2025-10-31,30374866,45,622
Telangana,Warangal Rural,2025-11-30,44548551,54,592
Telangana,Warangal Rural,2025-12-31,49612547,60,792
Telangana,Warangal Urban,2025-03-31,2530397,269,1841
Telangana,Warangal Urban,2025-07-31,506002,176,1481
Telangana,Warangal Urban,2025-09-30,41490969,42,423
Telangana,Warangal Urban,2025-10-31,19227781,33,193
Telangana,Warangal Urban,2025-11-30,29341943,57,204
Telangana,Warangal Urban,2025-12-31,32377949,57,635
Telangana,Yadadri.,2025-03-31,2540926,197,2632
Telangana,Yadadri.,2025-09-30,58441343,147,3606
Telangana,Yadadri.,2025-10-31,24901307,151,1076
Telangana,Yadadri.,2025-11-30,38621629,167,1146
Telangana,Yadadri.,2025-12-31,39638010,104,789
Tripura,Dhalai,2025-03-31,1598563,47,1013
Tripura,Dhalai,2025-09-30,55150024,76,801
Tripura,Dhalai,2025-10-31,27175276,36,349
Tripura,Dhalai,2025-11-30,40763059,78,656
Tripura,Dhalai,2025-12-31,45558496,120,1019
Tripura,Dhalai  *,2025-09-30,10390254,2,27
Tripura,Dhalai  *,2025-10-31,6393956,0,23
Tripura,Dhalai  *,2025-11-30,6394082,2,23
Tripura,Dhalai  *,2025-12-31,10390173,0,43
Tripura,Gomati,2025-03-31,799125,18,123
Tripura,Gomati,2025-09-30,49544499,68,391
Tripura,Gomati,2025-10-31,12785592,13,99
Tripura,Gomati,2025-11-30,30365342,46,279
Tripura,Gomati,2025-12-31,29566846,86,304
Tripura,Khowai,2025-03-31,1598408,46,630
Tripura,Khowai,2025-09-30,20779298,33,146
Tripura,Khowai,2025-10-31,8791225,9,48
Tripura,Khowai,2025-11-30,17582488,16,115
Tripura,Khowai,2025-12-31,18381674,64,171
Tripura,North Tripura,2025-03-31,2397792,129,1231
Tripura,North Tripura,2025-09-30,102306155,56,1003
Tripura,North Tripura,2025-10-31,37565535,18,258
Tripura,North Tripura,2025-11-30,46357423,30,327
Tripura,North Tripura,2025-12-31,72733071,56,799
Tripura,Sepahijala,2025-03-31,799102,91,1778
Tripura,Sepahijala,2025-09-30,35160990,65,682
Tripura,Sepahijala,2025-10-31,18379517,21,373
Tripura,Sepahijala,2025-11-30,25571516,38,457
Tripura,Sepahijala,2025-12-31,23973489,106,1103
Tripura,South Tripura,2025-03-31,3196461,99,2370
Tripura,South Tripura,2025-09-30,99091481,152,1455
Tripura,South Tripura,2025-10-31,45550184,83,579
Tripura,South Tripura,2025-11-30,76716274,132,1036
Tripura,South Tripura,2025-12-31,89501892,152,1829
Tripura,Unakoti,2025-03-31,1598556,53,273
Tripura,Unakoti,2025-09-30,39164570,20,249
Tripura,Unakoti,2025-10-31,17584074,4,84
Tripura,Unakoti,2025-11-30,26376088,11,121
Tripura,Unakoti,2025-12-31,34368938,32,180
Tripura,West Tripura,2025-03-31,8789567,285,5639
Tripura,West Tripura,2025-09-30,190185306,244,2838
Tripura,West Tripura,2025-10-31,71917274,62,824
Tripura,West Tripura,2025-11-30,95091822,118,1228
Tripura,West Tripura,2025-12-31,125458380,172,1937
Uttar Pradesh,Agra,2025-03-31,1413333,581,5808
Uttar Pradesh,Agra,2025-05-31,282001,670,5010
Uttar Pradesh,Agra,2025-07-31,282007,415,3159
Uttar Pradesh,Agra,2025-09-30,58531954,1966,9894
Uttar Pradesh,Agra,2025-10-31,22335611,333,2891
Uttar Pradesh,Agra,2025-11-30,30533265,681,6252
Uttar Pradesh,Agra,2025-12-31,42278571,686,6739
Uttar Pradesh,Aligarh,2025-03-31,3236579,924,13304
Uttar Pradesh,Aligarh,2025-04-30,202001,977,9397
Uttar Pradesh,Aligarh,2025-07-31,202001,1067,11142
Uttar Pradesh,Aligarh,2025-09-30,57057304,1494,8576
Uttar Pradesh,Aligarh,2025-10-31,24487444,290,3444
Uttar Pradesh,Aligarh,2025-11-30,32779250,454,4411
Uttar Pradesh,Aligarh,2025-12-31,41470494,602,7839
Uttar Pradesh,Allahabad,2025-03-31,3646816,1373,17077
Uttar Pradesh,Allahabad,2025-09-30,70455143,2584,12133
Uttar Pradesh,Allahabad,2025-10-31,25934572,389,3904
Uttar Pradesh,Allahabad,2025-11-30,38952421,506,5580
Uttar Pradesh,Allahabad,2025-12-31,52004831,723,7984
Uttar Pradesh,Ambedkar Nagar,2025-03-31,2689962,685,7315
Uttar Pradesh,Ambedkar Nagar,2025-09-30,50213750,1127,4887
Uttar Pradesh,Ambedkar Nagar,2025-10-31,23537719,218,1765
Uttar Pradesh,Ambedkar Nagar,2025-11-30,29142618,244,2736
Uttar Pradesh,Ambedkar Nagar,2025-12-31,31159991,220,2340
Uttar Pradesh,Amethi,2025-03-31,2510529,476,6812
Uttar Pradesh,Amethi,2025-09-30,63050135,1136,5705
Uttar Pradesh,Amethi,2025-10-31,22616089,144,1286
Uttar Pradesh,Amethi,2025-11-30,37927755,249,2626
Uttar Pradesh,Amethi,2025-12-31,47991867,304,3467
Uttar Pradesh,Amroha,2025-03-31,1221197,357,5789
Uttar Pradesh,Amroha,2025-05-31,244221,372,3326
Uttar Pradesh,Amroha,2025-07-31,244221,447,4364
Uttar Pradesh,Amroha,2025-09-30,20517056,631,3670
Uttar Pradesh,Amroha,2025-10-31,10013612,104,1306
Uttar Pradesh,Amroha,2025-11-30,14411292,142,2828
Uttar Pradesh,Amroha,2025-12-31,18563715,272,3646
Uttar Pradesh,Auraiya,2025-03-31,1855981,390,5038
Uttar Pradesh,Auraiya,2025-09-30,27220196,794,3273
Uttar Pradesh,Auraiya,2025-10-31,11753114,160,1322
Uttar Pradesh,Auraiya,2025-11-30,14848027,141,1588
Uttar Pradesh,Auraiya,2025-12-31,23714293,271,2836
Uttar Pradesh,Ayodhya,2025-03-31,1345002,108,969
Uttar Pradesh,Ayodhya,2025-09-30,45955013,140,753
Uttar Pradesh,Ayodhya,2025-10-31,18829833,30,220
Uttar Pradesh,Ayodhya,2025-11-30,28021651,60,421
Uttar Pradesh,Ayodhya,2025-12-31,39678857,107,775
Uttar Pradesh,Azamgarh,2025-03-31,4812816,1241,13273
Uttar Pradesh,Azamgarh,2025-09-30,96637682,2498,10145
Uttar Pradesh,Azamgarh,2025-10-31,41274531,478,3342
Uttar Pradesh,Azamgarh,2025-11-30,53913450,416,4516
Uttar Pradesh,Azamgarh,2025-12-31,70967998,651,7601
Uttar Pradesh,Baghpat,2025-03-31,501132,127,1119
Uttar Pradesh,Baghpat,2025-04-30,250611,366,2361
Uttar Pradesh,Baghpat,2025-09-30,29815591,453,3023
Uttar Pradesh,Baghpat,2025-10-31,11776334,98,1002
Uttar Pradesh,Baghpat,2025-11-30,15285818,172,1920
Uttar Pradesh,Baghpat,2025-12-31,23053065,178,2183
Uttar Pradesh,Baghpat *,2025-09-30,250101,1,0
Uttar Pradesh,Bagpat,2025-09-30,501211,0,2
Uttar Pradesh,Bagpat,2025-11-30,250619,0,1
Uttar Pradesh,Bahraich,2025-03-31,1631078,600,9123
Uttar Pradesh,Bahraich,2025-09-30,38603828,1170,6764
Uttar Pradesh,Bahraich,2025-10-31,16039462,174,1663
Uttar Pradesh,Bahraich,2025-11-30,26370419,336,5822
Uttar Pradesh,Bahraich,2025-12-31,35341371,479,6758
Uttar Pradesh,Ballia,2025-03-31,3715151,798,8807
Uttar Pradesh,Ballia,2025-09-30,72526803,1768,6846
Uttar Pradesh,Ballia,2025-10-31,31772409,289,2161
Uttar Pradesh,Ballia,2025-11-30,50350205,446,4266
Uttar Pradesh,Ballia,2025-12-31,55894735,562,4703
Uttar Pradesh,Balrampur,2025-03-31,1627642,454,7846
Uttar Pradesh,Balrampur,2025-09-30,25232699,457,3902
Uttar Pradesh,Balrampur,2025-10-31,12209701,113,1534
Uttar Pradesh,Balrampur,2025-11-30,14379326,172,2566
Uttar Pradesh,Balrampur,2025-12-31,21981526,298,4855
Uttar Pradesh,Banda,2025-03-31,420246,95,2124
Uttar Pradesh,Banda,2025-09-30,17862199,819,3896
Uttar Pradesh,Banda,2025-10-31,7564751,114,1300
Uttar Pradesh,Banda,2025-11-30,10086594,205,3524
Uttar Pradesh,Banda,2025-12-31,10716315,185,2464
Uttar Pradesh,Bara Banki,2025-03-31,2703390,559,10099
Uttar Pradesh,Bara Banki,2025-06-30,225305,142,2949
Uttar Pradesh,Bara Banki,2025-07-31,225001,196,1461
Uttar Pradesh,Bara Banki,2025-09-30,61314848,1026,6487
Uttar Pradesh,Bara Banki,2025-10-31,26592971,168,1861
Uttar Pradesh,Bara Banki,2025-11-30,37874297,261,3426
Uttar Pradesh,Bara Banki,2025-12-31,44178777,312,3897
Uttar Pradesh,Barabanki,2025-09-30,19830496,15,404
Uttar Pradesh,Barabanki,2025-10-31,9238372,6,134
Uttar Pradesh,Barabanki,2025-11-30,14195092,5,297
Uttar Pradesh,Barabanki,2025-12-31,16226973,3,385
Uttar Pradesh,Bareilly,2025-03-31,1216737,854,10565
Uttar Pradesh,Bareilly,2025-04-30,243006,132,1047
Uttar Pradesh,Bareilly,2025-05-31,486245,464,4283
Uttar Pradesh,Bareilly,2025-07-31,243123,307,2677
Uttar Pradesh,Bareilly,2025-09-30,44902392,1819,10482
Uttar Pradesh,Bareilly,2025-10-31,18922242,304,2920
Uttar Pradesh,Bareilly,2025-11-30,28788586,532,8794
Uttar Pradesh,Bareilly,2025-12-31,41922938,812,10788
Uttar Pradesh,Basti,2025-03-31,2177516,497,6982
Uttar Pradesh,Basti,2025-09-30,50074266,1075,4314
Uttar Pradesh,Basti,2025-10-31,19596069,149,1260
Uttar Pradesh,Basti,2025-11-30,28029805,209,2783
Uttar Pradesh,Basti,2025-12-31,46533805,374,4117
Uttar Pradesh,Bhadohi,2025-03-31,1549351,267,2394
Uttar Pradesh,Bhadohi,2025-09-30,19921543,129,381
Uttar Pradesh,Bhadohi,2025-10-31,7304453,20,114
Uttar Pradesh,Bhadohi,2025-11-30,10845881,45,265
Uttar Pradesh,Bhadohi,2025-12-31,14830081,45,359
Uttar Pradesh,Bijnor,2025-03-31,2467396,995,11577
Uttar Pradesh,Bijnor,2025-05-31,246725,231,2772
Uttar Pradesh,Bijnor,2025-06-30,246722,148,1618
Uttar Pradesh,Bijnor,2025-07-31,740157,1181,11634
Uttar Pradesh,Bijnor,2025-09-30,42932541,1141,7808
Uttar Pradesh,Bijnor,2025-10-31,22453236,262,3070
Uttar Pradesh,Bijnor,2025-11-30,29855001,499,9592
Uttar Pradesh,Bijnor,2025-12-31,37504165,592,7874
Uttar Pradesh,Budaun,2025-03-31,1705497,1246,18456
Uttar Pradesh,Budaun,2025-09-30,42117119,1650,9004
Uttar Pradesh,Budaun,2025-10-31,22037329,276,2672
Uttar Pradesh,Budaun,2025-11-30,24144585,402,5370
Uttar Pradesh,Budaun,2025-12-31,29461457,515,6767
Uttar Pradesh,Bulandshahar,2025-09-30,5531638,6,49
Uttar Pradesh,Bulandshahar,2025-10-31,1623591,0,14
Uttar Pradesh,Bulandshahar,2025-11-30,2964569,0,30
Uttar Pradesh,Bulandshahar,2025-12-31,4711509,2,52
Uttar Pradesh,Bulandshahr,2025-03-31,4345106,1908,19331
Uttar Pradesh,Bulandshahr,2025-04-30,203001,466,2889
Uttar Pradesh,Bulandshahr,2025-05-31,203131,429,3017
Uttar Pradesh,Bulandshahr,2025-06-30,203001,359,4490
Uttar Pradesh,Bulandshahr,2025-09-30,59499779,1551,7405
Uttar Pradesh,Bulandshahr,2025-10-31,22486815,215,1856
Uttar Pradesh,Bulandshahr,2025-11-30,47397978,445,4522
Uttar Pradesh,Bulandshahr,2025-12-31,49656666,548,5049
Uttar Pradesh,Chandauli,2025-03-31,1149564,509,5386
Uttar Pradesh,Chandauli,2025-09-30,29797566,1384,6165
Uttar Pradesh,Chandauli,2025-10-31,12556255,138,1628
Uttar Pradesh,Chandauli,2025-11-30,25420761,378,3668
Uttar Pradesh,Chandauli,2025-12-31,18336553,244,2105
Uttar Pradesh,Chitrakoot,2025-03-31,630619,183,3510
Uttar Pradesh,Chitrakoot,2025-09-30,10510299,523,2396
Uttar Pradesh,Chitrakoot,2025-10-31,2942881,39,445
Uttar Pradesh,Chitrakoot,2025-11-30,8828611,112,1534
Uttar Pradesh,Chitrakoot,2025-12-31,9459250,186,1772
Uttar Pradesh,Deoria,2025-03-31,1921124,527,6105
Uttar Pradesh,Deoria,2025-09-30,56259564,1511,6920
Uttar Pradesh,Deoria,2025-10-31,21403511,261,1835
Uttar Pradesh,Deoria,2025-11-30,34305112,422,3826
Uttar Pradesh,Deoria,2025-12-31,43904829,470,5024
Uttar Pradesh,Etah,2025-03-31,829019,249,3677
Uttar Pradesh,Etah,2025-09-30,23415026,856,3852
Uttar Pradesh,Etah,2025-10-31,8495976,87,957
Uttar Pradesh,Etah,2025-11-30,14711111,214,2439
Uttar Pradesh,Etah,2025-12-31,19064567,251,3205
Uttar Pradesh,Etawah,2025-03-31,1236507,463,4594
Uttar Pradesh,Etawah,2025-04-30,206001,312,2134
Uttar Pradesh,Etawah,2025-05-31,206001,323,2202
Uttar Pradesh,Etawah,2025-09-30,22261300,618,3274
Uttar Pradesh,Etawah,2025-10-31,6390357,50,580
Uttar Pradesh,Etawah,2025-11-30,13399373,145,1606
Uttar Pradesh,Etawah,2025-12-31,18345623,238,2381
Uttar Pradesh,Faizabad,2025-03-31,2914254,270,4236
Uttar Pradesh,Faizabad,2025-09-30,60798326,859,4346
Uttar Pradesh,Faizabad,2025-10-31,23783094,115,1174
Uttar Pradesh,Faizabad,2025-11-30,37911791,202,2824
Uttar Pradesh,Faizabad,2025-12-31,45089576,252,2858
Uttar Pradesh,Farrukhabad,2025-03-31,1674924,307,4562
Uttar Pradesh,Farrukhabad,2025-09-30,33191891,787,3731
Uttar Pradesh,Farrukhabad,2025-10-31,11895997,109,1080
Uttar Pradesh,Farrukhabad,2025-11-30,22942239,224,3388
Uttar Pradesh,Farrukhabad,2025-12-31,26934174,244,2989
Uttar Pradesh,Fatehpur,2025-03-31,1279481,515,9429
Uttar Pradesh,Fatehpur,2025-09-30,34470478,1251,5734
Uttar Pradesh,Fatehpur,2025-10-31,14474071,192,1892
Uttar Pradesh,Fatehpur,2025-11-30,25106866,299,3343
Uttar Pradesh,Fatehpur,2025-12-31,27868303,336,3501
Uttar Pradesh,Firozabad,2025-03-31,2090332,957,15122
Uttar Pradesh,Firozabad,2025-04-30,283203,651,8545
Uttar Pradesh,Firozabad,2025-07-31,283203,1336,13408
Uttar Pradesh,Firozabad,2025-09-30,38937795,1135,6110
Uttar Pradesh,Firozabad,2025-10-31,16095066,108,945
Uttar Pradesh,Firozabad,2025-11-30,31155162,311,5230
Uttar Pradesh,Firozabad,2025-12-31,32298310,402,5115
Uttar Pradesh,Gautam Buddha Nagar,2025-03-31,1412648,1052,8289
Uttar Pradesh,Gautam Buddha Nagar,2025-04-30,605817,871,6765
Uttar Pradesh,Gautam Buddha Nagar,2025-05-31,605814,1187,10555
Uttar Pradesh,Gautam Buddha Nagar,2025-07-31,603915,1100,10428
Uttar Pradesh,Gautam Buddha Nagar,2025-09-30,31108015,466,3672
Uttar Pradesh,Gautam Buddha Nagar,2025-10-31,19223316,134,1304
Uttar Pradesh,Gautam Buddha Nagar,2025-11-30,27747501,417,3418
Uttar Pradesh,Gautam Buddha Nagar,2025-12-31,27079500,365,3773
Uttar Pradesh,Ghaziabad,2025-03-31,2544978,1554,16198
Uttar Pradesh,Ghaziabad,2025-04-30,603112,1361,12080
Uttar Pradesh,Ghaziabad,2025-06-30,402103,787,8915
Uttar Pradesh,Ghaziabad,2025-07-31,402103,1237,10990
Uttar Pradesh,Ghaziabad,2025-09-30,46912170,803,7012
Uttar Pradesh,Ghaziabad,2025-10-31,18066856,152,1630
Uttar Pradesh,Ghaziabad,2025-11-30,31255752,450,5815
Uttar Pradesh,Ghaziabad,2025-12-31,38810175,640,8758
Uttar Pradesh,Ghazipur,2025-03-31,4553750,1732,16614
Uttar Pradesh,Ghazipur,2025-09-30,63165415,2144,6900
Uttar Pradesh,Ghazipur,2025-10-31,26534678,291,1985
Uttar Pradesh,Ghazipur,2025-11-30,46518472,523,4141
Uttar Pradesh,Ghazipur,2025-12-31,49154509,468,4138
Uttar Pradesh,Gonda,2025-03-31,2984327,590,10782
Uttar Pradesh,Gonda,2025-09-30,60222505,1276,6025
Uttar Pradesh,Gonda,2025-10-31,29298250,264,2313
Uttar Pradesh,Gonda,2025-11-30,45577438,449,5121
Uttar Pradesh,Gonda,2025-12-31,48022925,379,5163
Uttar Pradesh,Gorakhpur,2025-03-31,4097476,1815,16306
Uttar Pradesh,Gorakhpur,2025-09-30,77854104,1815,8384
Uttar Pradesh,Gorakhpur,2025-10-31,32785614,318,2409
Uttar Pradesh,Gorakhpur,2025-11-30,51086237,531,4784
Uttar Pradesh,Gorakhpur,2025-12-31,57915188,610,5581
Uttar Pradesh,Hamirpur,2025-03-31,631239,107,2189
Uttar Pradesh,Hamirpur,2025-09-30,23990204,512,3027
Uttar Pradesh,Hamirpur,2025-10-31,8627551,53,759
Uttar Pradesh,Hamirpur,2025-11-30,16624861,110,2246
Uttar Pradesh,Hamirpur,2025-12-31,15151630,100,1484
Uttar Pradesh,Hapur,2025-03-31,735516,478,5484
Uttar Pradesh,Hapur,2025-05-31,245101,513,3936
Uttar Pradesh,Hapur,2025-09-30,15370884,226,1610
Uttar Pradesh,Hapur,2025-10-31,6111418,78,742
Uttar Pradesh,Hapur,2025-11-30,10661621,149,1014
Uttar Pradesh,Hapur,2025-12-31,14723631,156,1451
Uttar Pradesh,Hardoi,2025-03-31,2412891,837,14839
Uttar Pradesh,Hardoi,2025-04-30,241001,360,2961
Uttar Pradesh,Hardoi,2025-09-30,36187622,1413,8453
Uttar Pradesh,Hardoi,2025-10-31,20504566,259,2752
Uttar Pradesh,Hardoi,2025-11-30,25092044,329,4843
Uttar Pradesh,Hardoi,2025-12-31,29674981,391,5262
Uttar Pradesh,Hathras,2025-03-31,1379263,343,4252
Uttar Pradesh,Hathras,2025-09-30,26194870,667,3133
Uttar Pradesh,Hathras,2025-10-31,11935458,121,1059
Uttar Pradesh,Hathras,2025-11-30,23437234,246,2992
Uttar Pradesh,Hathras,2025-12-31,25598837,247,2782
Uttar Pradesh,Jalaun,2025-03-31,1711170,185,4503
Uttar Pradesh,Jalaun,2025-09-30,36779324,535,3211
Uttar Pradesh,Jalaun,2025-10-31,17390027,96,1009
Uttar Pradesh,Jalaun,2025-11-30,20810759,130,2314
Uttar Pradesh,Jalaun,2025-12-31,28796225,150,2081
Uttar Pradesh,Jaunpur,2025-03-31,3332029,1267,14652
Uttar Pradesh,Jaunpur,2025-09-30,76466656,2354,8726
Uttar Pradesh,Jaunpur,2025-10-31,29783338,421,2970
Uttar Pradesh,Jaunpur,2025-11-30,58448098,728,5920
